"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"QA-0560","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Plumber registration","Automated WCAG A/AA scan","Automated WCAG A/AA scan","See source evidence","Automated WCAG A/AA scan","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"QA-0561","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","360x800","360x800","See source evidence","360x800","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0562","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","390x844","390x844","See source evidence","390x844","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0563","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","412x915","412x915","See source evidence","412x915","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0564","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","768x1024","768x1024","See source evidence","768x1024","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0565","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1024x768","1024x768","See source evidence","1024x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0566","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1366x768","1366x768","See source evidence","1366x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0567","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1440x900","1440x900","See source evidence","1440x900","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0568","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1920x1080","1920x1080","See source evidence","1920x1080","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0569","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Plumber otp","Automated WCAG A/AA scan","Automated WCAG A/AA scan","See source evidence","Automated WCAG A/AA scan","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json"
"QA-0570","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","360x800","360x800","See source evidence","360x800","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0571","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","390x844","390x844","See source evidence","390x844","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0572","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","412x915","412x915","See source evidence","412x915","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0573","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","768x1024","768x1024","See source evidence","768x1024","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0574","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1024x768","1024x768","See source evidence","1024x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0575","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1366x768","1366x768","See source evidence","1366x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0576","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1440x900","1440x900","See source evidence","1440x900","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0577","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1920x1080","1920x1080","See source evidence","1920x1080","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0578","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Store login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","See source evidence","Automated WCAG A/AA scan","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-axe.json"
"QA-0579","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","360x800","360x800","See source evidence","360x800","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0580","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","390x844","390x844","See source evidence","390x844","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0581","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","412x915","412x915","See source evidence","412x915","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0582","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","768x1024","768x1024","See source evidence","768x1024","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0583","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1024x768","1024x768","See source evidence","1024x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0584","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1366x768","1366x768","See source evidence","1366x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0585","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1440x900","1440x900","See source evidence","1440x900","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0586","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1920x1080","1920x1080","See source evidence","1920x1080","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0587","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Store registration","Automated WCAG A/AA scan","Automated WCAG A/AA scan","See source evidence","Automated WCAG A/AA scan","Behavior described by historical assertion","FAIL","","","2026-09-13T16-00-43-794Z/store-registration-axe.json"
"QA-0588","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","360x800","360x800","See source evidence","360x800","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0589","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","390x844","390x844","See source evidence","390x844","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0590","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","412x915","412x915","See source evidence","412x915","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0591","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","768x1024","768x1024","See source evidence","768x1024","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0592","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1024x768","1024x768","See source evidence","1024x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0593","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1366x768","1366x768","See source evidence","1366x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0594","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1440x900","1440x900","See source evidence","1440x900","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0595","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1920x1080","1920x1080","See source evidence","1920x1080","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0596","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Admin login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","See source evidence","Automated WCAG A/AA scan","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-axe.json"
"QA-0597","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","360x800","360x800","See source evidence","360x800","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0598","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","390x844","390x844","See source evidence","390x844","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0599","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","412x915","412x915","See source evidence","412x915","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0600","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","768x1024","768x1024","See source evidence","768x1024","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0601","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1024x768","1024x768","See source evidence","1024x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0602","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1366x768","1366x768","See source evidence","1366x768","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0603","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1440x900","1440x900","See source evidence","1440x900","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0604","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1920x1080","1920x1080","See source evidence","1920x1080","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0605","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Public login Tab/Shift+Tab focus reaches inputs and main button","Public login Tab/Shift+Tab focus reaches inputs and main button","See source evidence","Public login Tab/Shift+Tab focus reaches inputs and main button","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/*-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-login-keyboard.json"
"QA-0606","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Plumber sign-up keyboard semantics","Plumber sign-up keyboard semantics","See source evidence","Plumber sign-up keyboard semantics","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0607","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Remember-me checkbox semantics and checked state","Remember-me checkbox semantics and checked state","See source evidence","Remember-me checkbox semantics and checked state","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0608","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Mobile/email tab selected semantics","Mobile/email tab selected semantics","See source evidence","Mobile/email tab selected semantics","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0609","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Screen reader manual audit","Screen reader manual audit","See source evidence","Screen reader manual audit","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0610","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus trapping","Modal focus trapping","See source evidence","Modal focus trapping","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0611","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus restoration","Modal focus restoration","See source evidence","Modal focus restoration","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0612","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Escape dismissal","Escape dismissal","See source evidence","Escape dismissal","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0613","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Touch-target spacing comprehensive","Touch-target spacing comprehensive","See source evidence","Touch-target spacing comprehensive","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0614","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Heading/landmark manual audit","Heading/landmark manual audit","See source evidence","Heading/landmark manual audit","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0615","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Reduced motion","Public reduced-motion media observation","Public reduced-motion media observation","See source evidence","Public reduced-motion media observation","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/*-reduced-motion.json"
"QA-0616","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Keyboard","Keyboard","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Keyboard","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0617","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Labels","Labels","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Labels","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0618","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Forms","Forms","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Forms","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0619","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Contrast","Contrast","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Contrast","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0620","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Focus","Focus","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Focus","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0621","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Touch targets","Touch targets","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Touch targets","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0622","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Reduced motion","Reduced motion","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Reduced motion","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0623","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","360x800","360x800","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","360x800","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0624","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","390x844","390x844","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","390x844","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0625","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","412x915","412x915","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","412x915","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0626","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","768x1024","768x1024","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","768x1024","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0627","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1024x768","1024x768","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","1024x768","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0628","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1366x768","1366x768","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","1366x768","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0629","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1440x900","1440x900","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","1440x900","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0630","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1920x1080","1920x1080","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","1920x1080","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0631","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","80%","80%","See source evidence","80%","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0632","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","100% explicit browser zoom","100% explicit browser zoom","See source evidence","100% explicit browser zoom","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0633","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","125%","125%","See source evidence","125%","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0634","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","150%","150%","See source evidence","150%","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0635","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","200%","200%","See source evidence","200%","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0636","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Onboarding all eight sizes","Onboarding all eight sizes","See source evidence","Onboarding all eight sizes","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0637","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Plumber mobile-login all eight sizes","Plumber mobile-login all eight sizes","See source evidence","Plumber mobile-login all eight sizes","Behavior described by historical assertion","NOT TESTED","","",""
"QA-0638","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 400","Authenticated 400","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Authenticated 400","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0639","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 401","Authenticated 401","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Authenticated 401","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0640","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 403","Authenticated 403","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Authenticated 403","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0641","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Business 404","Business 404","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Business 404","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0642","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Business 409","Business 409","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Business 409","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0643","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Natural business 500","Natural business 500","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Natural business 500","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0644","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Slow authenticated API","Slow authenticated API","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Slow authenticated API","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0645","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Empty authenticated API response","Empty authenticated API response","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Empty authenticated API response","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0646","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Performance","Warm catalog and health latency sample","Warm catalog and health latency sample","See source evidence","Warm catalog and health latency sample","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"CTRL-001","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Onboarding","Skip","Skip reaches login; first Next changes onboarding panel. Animation timing is not certified.","See source evidence","Skip reaches login; first Next changes onboarding panel. Animation timing is not certified.","Behavior described by historical assertion","PASS","","","2026-09-13T15-52-45-611Z/customer-02-onboarding-two.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-002","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Onboarding","Next","Skip reaches login; first Next changes onboarding panel. Animation timing is not certified.","See source evidence","Skip reaches login; first Next changes onboarding panel. Animation timing is not certified.","Behavior described by historical assertion","PASS","","","2026-09-13T15-52-45-611Z/customer-02-onboarding-two.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-003","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Email field","Fields accept entered text; password type masks entry. Does not certify all validators.","See source evidence","Fields accept entered text; password type masks entry. Does not certify all validators.","Behavior described by historical assertion","PASS","","","2026-09-13T15-55-49-652Z/customer-login.json"
"CTRL-004","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Password field","Fields accept entered text; password type masks entry. Does not certify all validators.","See source evidence","Fields accept entered text; password type masks entry. Does not certify all validators.","Behavior described by historical assertion","PASS","","","2026-09-13T15-55-49-652Z/customer-login.json"
"CTRL-005","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Login button","Blank validation works, but authenticated submission fails intended-backend CORS.","See source evidence","Blank validation works, but authenticated submission fails intended-backend CORS.","Behavior described by historical assertion","FAIL","","","2026-09-13T15-55-49-652Z/customer-login.json"
"CTRL-006","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Back arrow","Inert root back arrow; Google exposes missing configuration.","See source evidence","Inert root back arrow; Google exposes missing configuration.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-00-43-794Z/customer-actions.json"
"CTRL-007","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Continue with Google","Inert root back arrow; Google exposes missing configuration.","See source evidence","Inert root back arrow; Google exposes missing configuration.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-00-43-794Z/customer-actions.json"
"CTRL-008","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Create Account link","Opens registration.","See source evidence","Opens registration.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json"
"CTRL-009","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Full name","Field entry performed in validation probes; full validator behavior not implied.","See source evidence","Field entry performed in validation probes; full validator behavior not implied.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-010","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Email","Field entry performed in validation probes; full validator behavior not implied.","See source evidence","Field entry performed in validation probes; full validator behavior not implied.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-011","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Mobile number","Field entry performed in validation probes; full validator behavior not implied.","See source evidence","Field entry performed in validation probes; full validator behavior not implied.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-012","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Password","Field entry performed in validation probes; full validator behavior not implied.","See source evidence","Field entry performed in validation probes; full validator behavior not implied.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-013","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Confirm password","Field entry performed in validation probes; full validator behavior not implied.","See source evidence","Field entry performed in validation probes; full validator behavior not implied.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-014","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Create Account submit","Required-field validation exercised; actual registration cannot complete through CORS.","Required-field validation exercised; actual registration cannot complete through CORS.","Required-field validation exercised; actual registration cannot complete through CORS.","Behavior described by historical assertion","BLOCKED","","Required-field validation exercised; actual registration cannot complete through CORS.","2026-09-13T16-00-43-794Z/customer-actions.json"
"CTRL-015","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Back arrow","Returns to login.","See source evidence","Returns to login.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
"CTRL-016","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Already have an account? Login","Returns to login.","See source evidence","Returns to login.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/customer-actions.json; 2026-09-13T16-09-59-533Z/results.json"
