"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes","PreviousEvidence"
"QA-0480","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Order mutation validation","Order mutation validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0481","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Material mutation validation","Material mutation validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0482","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Inventory mutation validation","Inventory mutation validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0483","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Profile mutation validation","Profile mutation validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0484","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Address mutation validation","Address mutation validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0485","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Rating validation","Rating validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0486","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Upload contract runtime","Upload contract runtime","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0487","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Paginated business data","Paginated business data","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0488","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Actual supported state transitions","Actual supported state transitions","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0496","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Authenticated authorization","Store A to store B","Store A to store B","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0502","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Authenticated authorization","Client role tamper rejection","Client role tamper rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0503","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Actual JWT storage","Actual JWT storage","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0505","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Logout invalidation","Logout invalidation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0508","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Session persistence","Session persistence","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0509","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Real expired token","Real expired token","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0510","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Real invalid signature","Real invalid signature","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0511","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Token in URL","Token in URL","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0512","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Token in console","Token in console","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0513","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Token in HTML","Token in HTML","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0514","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Token in error","Token in error","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0515","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Session","Authenticated cache controls","Authenticated cache controls","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0516","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Name XSS","Name XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0517","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Address XSS","Address XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0518","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Service description XSS","Service description XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0519","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Review XSS","Review XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0520","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Product/search UI XSS","Product/search UI XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0521","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Profile XSS","Profile XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0522","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Chat XSS","Chat XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0523","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Admin rendering XSS","Admin rendering XSS","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0524","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Stored/reflected input","Authenticated SQL probes","Authenticated SQL probes","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0525","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","Login rate-limit threshold","Login rate-limit threshold","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0526","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","OTP rate limit","OTP rate limit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0527","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","Resend rate limit","Resend rate limit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0528","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","Reset rate limit","Reset rate limit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0532","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Transport/headers","CSP exploitation path","CSP exploitation path","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Frontends lack CSP; no viable exploit established; absence alone is not a vulnerability",""
"QA-0605","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Public login Tab/Shift+Tab focus reaches inputs and main button","Public login Tab/Shift+Tab focus reaches inputs and main button","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Observed focus trace; not complete keyboard accessibility","2026-09-13T16-00-43-794Z/*-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-login-keyboard.json"
"QA-0606","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Plumber sign-up keyboard semantics","Plumber sign-up keyboard semantics","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0607","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Remember-me checkbox semantics and checked state","Remember-me checkbox semantics and checked state","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0608","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Mobile/email tab selected semantics","Mobile/email tab selected semantics","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0609","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Screen reader manual audit","Screen reader manual audit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0610","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus trapping","Modal focus trapping","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0611","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus restoration","Modal focus restoration","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0612","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Escape dismissal","Escape dismissal","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0613","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Touch-target spacing comprehensive","Touch-target spacing comprehensive","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0614","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Heading/landmark manual audit","Heading/landmark manual audit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0615","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Reduced motion","Public reduced-motion media observation","Public reduced-motion media observation","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Preference emulated and animation state captured; not proof all JS motion honors it","2026-09-13T16-00-43-794Z/*-reduced-motion.json"
"QA-0616","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Keyboard","Keyboard","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0617","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Labels","Labels","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0618","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Forms","Forms","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0619","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Contrast","Contrast","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0620","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Focus","Focus","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0621","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Touch targets","Touch targets","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0622","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Reduced motion","Reduced motion","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0631","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","80%","80%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.",""
"QA-0632","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","100% explicit browser zoom","100% explicit browser zoom","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.",""
"QA-0633","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","125%","125%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.",""
"QA-0634","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","150%","150%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.",""
"QA-0635","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","200%","200%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.",""
"QA-0636","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Onboarding all eight sizes","Onboarding all eight sizes","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Captured representative public layouts; these two variants not independently swept at every viewport",""
