id,application,module,feature,role,status,reason,evidence
"QA-0512","Security","Session","Token in console","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0513","Security","Session","Token in HTML","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0514","Security","Session","Token in error","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0515","Security","Session","Authenticated cache controls","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0516","Security","Stored/reflected input","Name XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0517","Security","Stored/reflected input","Address XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0518","Security","Stored/reflected input","Service description XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0519","Security","Stored/reflected input","Review XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0520","Security","Stored/reflected input","Product/search UI XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0521","Security","Stored/reflected input","Profile XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0522","Security","Stored/reflected input","Chat XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0523","Security","Stored/reflected input","Admin rendering XSS","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0524","Security","Stored/reflected input","Authenticated SQL probes","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0525","Security","Abuse controls","Login rate-limit threshold","cross-role","NOT TESTED","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0526","Security","Abuse controls","OTP rate limit","cross-role","NOT TESTED","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0527","Security","Abuse controls","Resend rate limit","cross-role","NOT TESTED","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0528","Security","Abuse controls","Reset rate limit","cross-role","NOT TESTED","Only a small bounded sample was sent. No brute force or rate-limit threshold test; absence of 429 proves nothing",""
"QA-0529","Security","Transport/headers","HTTPS on verified frontends and backend","cross-role","PASS","Observed response headers; optional missing headers are observations","2026-09-13T15-49-28-895Z/baseline.json; 2026-09-13T15-57-52-705Z/api-results.json"
"QA-0530","Security","Transport/headers","Backend HSTS nosniff frame protection","cross-role","PASS","Observed response headers; optional missing headers are observations","2026-09-13T15-49-28-895Z/baseline.json; 2026-09-13T15-57-52-705Z/api-results.json"
"QA-0531","Security","Transport/headers","Untrusted-origin preflight rejection","cross-role","PASS","Observed response headers; optional missing headers are observations","2026-09-13T15-49-28-895Z/baseline.json; 2026-09-13T15-57-52-705Z/api-results.json"
"QA-0532","Security","Transport/headers","CSP exploitation path","cross-role","NOT TESTED","Frontends lack CSP; no viable exploit established; absence alone is not a vulnerability",""
"QA-0533","Accessibility","Customer login","Automated WCAG A/AA scan","cross-role","PASS","No axe violations in selected rules; not a full accessibility pass","2026-09-13T16-00-43-794Z/customer-login-axe.json"
"QA-0534","Responsive","Customer login","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0535","Responsive","Customer login","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0536","Responsive","Customer login","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0537","Responsive","Customer login","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0538","Responsive","Customer login","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0539","Responsive","Customer login","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0540","Responsive","Customer login","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0541","Responsive","Customer login","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-login-responsive.json"
"QA-0542","Accessibility","Customer registration","Automated WCAG A/AA scan","cross-role","PASS","No axe violations in selected rules; not a full accessibility pass","2026-09-13T16-00-43-794Z/customer-registration-axe.json"
"QA-0543","Responsive","Customer registration","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0544","Responsive","Customer registration","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0545","Responsive","Customer registration","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0546","Responsive","Customer registration","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0547","Responsive","Customer registration","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0548","Responsive","Customer registration","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0549","Responsive","Customer registration","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0550","Responsive","Customer registration","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/customer-registration-responsive.json"
"QA-0551","Accessibility","Plumber login","Automated WCAG A/AA scan","cross-role","FAIL","color-contrast (1)","2026-09-13T16-02-47-798Z/plumber-login-axe.json"
"QA-0552","Responsive","Plumber login","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0553","Responsive","Plumber login","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0554","Responsive","Plumber login","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0555","Responsive","Plumber login","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0556","Responsive","Plumber login","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0557","Responsive","Plumber login","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0558","Responsive","Plumber login","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0559","Responsive","Plumber login","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-02-47-798Z/plumber-login-responsive.json"
"QA-0560","Accessibility","Plumber registration","Automated WCAG A/AA scan","cross-role","FAIL","label (5)","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"QA-0561","Responsive","Plumber registration","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0562","Responsive","Plumber registration","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0563","Responsive","Plumber registration","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0564","Responsive","Plumber registration","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0565","Responsive","Plumber registration","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0566","Responsive","Plumber registration","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0567","Responsive","Plumber registration","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0568","Responsive","Plumber registration","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-registration-responsive.json"
"QA-0569","Accessibility","Plumber otp","Automated WCAG A/AA scan","cross-role","FAIL","color-contrast (1); label (6)","2026-09-13T16-05-36-434Z/plumber-otp-axe.json"
"QA-0570","Responsive","Plumber otp","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0571","Responsive","Plumber otp","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0572","Responsive","Plumber otp","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0573","Responsive","Plumber otp","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0574","Responsive","Plumber otp","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0575","Responsive","Plumber otp","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0576","Responsive","Plumber otp","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0577","Responsive","Plumber otp","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-05-36-434Z/plumber-otp-responsive.json"
"QA-0578","Accessibility","Store login","Automated WCAG A/AA scan","cross-role","PASS","No axe violations in selected rules; not a full accessibility pass","2026-09-13T16-00-43-794Z/store-login-axe.json"
"QA-0579","Responsive","Store login","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0580","Responsive","Store login","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0581","Responsive","Store login","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0582","Responsive","Store login","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0583","Responsive","Store login","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0584","Responsive","Store login","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0585","Responsive","Store login","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0586","Responsive","Store login","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-login-responsive.json"
"QA-0587","Accessibility","Store registration","Automated WCAG A/AA scan","cross-role","FAIL","label (9)","2026-09-13T16-00-43-794Z/store-registration-axe.json"
"QA-0588","Responsive","Store registration","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0589","Responsive","Store registration","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0590","Responsive","Store registration","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0591","Responsive","Store registration","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0592","Responsive","Store registration","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0593","Responsive","Store registration","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0594","Responsive","Store registration","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0595","Responsive","Store registration","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/store-registration-responsive.json"
"QA-0596","Accessibility","Admin login","Automated WCAG A/AA scan","cross-role","PASS","No axe violations in selected rules; not a full accessibility pass","2026-09-13T16-00-43-794Z/admin-login-axe.json"
"QA-0597","Responsive","Admin login","360x800","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0598","Responsive","Admin login","390x844","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0599","Responsive","Admin login","412x915","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0600","Responsive","Admin login","768x1024","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0601","Responsive","Admin login","1024x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0602","Responsive","Admin login","1366x768","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0603","Responsive","Admin login","1440x900","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0604","Responsive","Admin login","1920x1080","cross-role","PASS","DOM horizontal overflow check plus captured screenshot; all visual dimensions not automatically certified","2026-09-13T16-00-43-794Z/admin-login-responsive.json"
"QA-0605","Accessibility","Keyboard/semantics","Public login Tab/Shift+Tab focus reaches inputs and main button","cross-role","PASS","Observed focus trace; not complete keyboard accessibility","2026-09-13T16-00-43-794Z/*-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-login-keyboard.json"
"QA-0606","Accessibility","Keyboard/semantics","Plumber sign-up keyboard semantics","cross-role","FAIL","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0607","Accessibility","Keyboard/semantics","Remember-me checkbox semantics and checked state","cross-role","FAIL","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0608","Accessibility","Keyboard/semantics","Mobile/email tab selected semantics","cross-role","FAIL","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop","2026-09-13T16-02-47-798Z/plumber-login-keyboard.json; 2026-09-13T16-02-47-798Z/plumber-05-login.json"
"QA-0609","Accessibility","Keyboard/semantics","Screen reader manual audit","cross-role","NOT TESTED","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0610","Accessibility","Keyboard/semantics","Modal focus trapping","cross-role","NOT TESTED","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0611","Accessibility","Keyboard/semantics","Modal focus restoration","cross-role","NOT TESTED","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0612","Accessibility","Keyboard/semantics","Escape dismissal","cross-role","NOT TESTED","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0613","Accessibility","Keyboard/semantics","Touch-target spacing comprehensive","cross-role","NOT TESTED","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0614","Accessibility","Keyboard/semantics","Heading/landmark manual audit","cross-role","NOT TESTED","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture",""
"QA-0615","Accessibility","Reduced motion","Public reduced-motion media observation","cross-role","PASS","Preference emulated and animation state captured; not proof all JS motion honors it","2026-09-13T16-00-43-794Z/*-reduced-motion.json"
"QA-0616","Accessibility","Authenticated screens","Keyboard","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0617","Accessibility","Authenticated screens","Labels","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0618","Accessibility","Authenticated screens","Forms","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0619","Accessibility","Authenticated screens","Contrast","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0620","Accessibility","Authenticated screens","Focus","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0621","Accessibility","Authenticated screens","Touch targets","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0622","Accessibility","Authenticated screens","Reduced motion","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0623","Responsive","Authenticated major screens","360x800","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0624","Responsive","Authenticated major screens","390x844","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0625","Responsive","Authenticated major screens","412x915","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0626","Responsive","Authenticated major screens","768x1024","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0627","Responsive","Authenticated major screens","1024x768","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0628","Responsive","Authenticated major screens","1366x768","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0629","Responsive","Authenticated major screens","1440x900","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0630","Responsive","Authenticated major screens","1920x1080","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0631","Responsive","Chrome zoom","80%","cross-role","NOT TESTED","Actual Chrome browser zoom was not exercised; viewport resizing is not substituted for browser zoom",""
"QA-0632","Responsive","Chrome zoom","100% explicit browser zoom","cross-role","NOT TESTED","Actual Chrome browser zoom was not exercised; viewport resizing is not substituted for browser zoom",""
"QA-0633","Responsive","Chrome zoom","125%","cross-role","NOT TESTED","Actual Chrome browser zoom was not exercised; viewport resizing is not substituted for browser zoom",""
"QA-0634","Responsive","Chrome zoom","150%","cross-role","NOT TESTED","Actual Chrome browser zoom was not exercised; viewport resizing is not substituted for browser zoom",""
"QA-0635","Responsive","Chrome zoom","200%","cross-role","NOT TESTED","Actual Chrome browser zoom was not exercised; viewport resizing is not substituted for browser zoom",""
"QA-0636","Responsive","Additional public screens","Onboarding all eight sizes","cross-role","NOT TESTED","Captured representative public layouts; these two variants not independently swept at every viewport",""
"QA-0637","Responsive","Additional public screens","Plumber mobile-login all eight sizes","cross-role","NOT TESTED","Captured representative public layouts; these two variants not independently swept at every viewport",""
"QA-0638","Integration","Error handling","Authenticated 400","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0639","Integration","Error handling","Authenticated 401","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0640","Integration","Error handling","Authenticated 403","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0641","Integration","Error handling","Business 404","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0642","Integration","Error handling","Business 409","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0643","Integration","Error handling","Natural business 500","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0644","Integration","Error handling","Slow authenticated API","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0645","Integration","Error handling","Empty authenticated API response","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0646","Backend/API","Performance","Warm catalog and health latency sample","cross-role","PASS","Read-only normal-user samples; no formal load test","2026-09-13T16-07-04-118Z/checks.json"
